time,lux
100.364,1198.89
100.466,1134.32
100.565,1061.48
100.665,1040.13
100.765,1055.48
100.865,871.05
100.965,939.48
101.064,1035.32
101.164,1088.07
101.264,1118.22
101.364,1115.11
101.464,1158.92
101.564,1162.11
101.665,1162.11
101.765,1142.59
101.865,1134.32
101.964,1131.18
102.065,1134.32
102.164,1162.11
102.264,1162.11
102.364,1162.11
102.463,1162.11
102.564,1162.11
102.665,1162.11
102.765,1162.11
102.864,1134.32
102.965,1134.32
103.065,1134.32
103.164,1122.98
103.263,1106.98
103.362,1110.07
103.463,1101.97
103.564,1098.89
103.664,1110.07
103.763,1106.98
103.862,1106.98
103.964,1131.18
104.063,1142.59
104.164,1162.11
104.264,1162.11
104.362,1162.11
104.464,1162.11
104.563,1142.59
104.664,1162.11
104.764,1134.32
104.863,1134.32
104.963,1137.47
105.064,1193.61
105.164,1225.66
105.263,1222.35
105.362,1213.71
105.463,1210.43
105.563,1193.61
105.663,1213.71
105.762,1242.78
105.863,1246.12
105.961,1246.12
106.063,1246.12
106.163,1246.12
106.264,1242.78
106.363,1242.78
106.463,1272.31
106.563,1275.70
106.664,1251.56
106.763,1213.71
106.863,1222.35
106.963,1193.61
107.062,1193.61
107.163,1225.66
107.262,1246.12
107.362,1246.12
107.463,1242.78
107.563,1242.78
107.664,1213.71
107.761,1239.44
107.863,1242.78
107.963,1254.92
108.063,1272.31
108.163,1222.35
108.263,1193.61
108.362,1190.36
108.462,1162.11
108.563,1134.32
108.663,1158.92
108.763,1162.11
108.863,1190.36
108.961,1222.35
109.062,1251.56
109.162,1272.31
109.263,1251.56
109.363,1251.56
109.463,1251.56
109.563,1222.35
109.663,1193.61
109.762,1165.31
109.862,1162.11
109.962,1134.32
110.063,1134.32
110.162,1134.32
110.263,1134.32
110.364,1162.11
110.462,1181.87
110.561,1193.61
110.662,1193.61
110.762,1222.35
110.862,1222.35
110.962,1222.35
111.060,1222.35
111.163,1222.35
111.260,1196.86
111.361,1193.61
111.461,1193.61
111.560,1165.31
111.661,1190.36
111.762,1190.36
111.860,1173.72
111.961,1173.72
112.062,1190.36
112.161,1190.36
112.262,1190.36
112.362,1190.36
112.462,1193.61
112.562,1193.61
112.663,1193.61
112.761,1193.61
112.862,1193.61
112.962,1190.36
113.062,1193.61
113.162,1193.61
113.262,1193.61
113.362,1193.61
113.462,1210.43
113.561,1222.35
113.663,1222.35
113.762,1222.35
113.862,1222.35
113.963,1222.35
114.063,1222.35
114.163,1242.78
114.262,1242.78
114.362,1242.78
114.462,1225.66
114.562,1251.56
114.662,1254.92
114.763,1242.78
114.863,1242.78
114.963,1251.56
115.062,1272.31
115.162,1254.92
115.262,1222.35
115.363,1190.36
115.463,1219.05
115.562,1219.05
115.662,1190.36
115.762,1170.51
115.863,1198.89
115.962,1231.04
116.062,1251.56
116.162,1251.56
116.262,1248.21
116.363,1222.35
116.463,1222.35
116.562,1193.61
116.663,1190.36
116.763,1181.87
116.861,1165.31
116.963,1165.31
117.062,1190.36
117.162,1190.36
117.261,1190.36
117.363,1190.36
117.463,1173.72
117.563,1190.36
117.662,1193.61
117.762,1193.61
117.862,1193.61
117.960,1193.61
118.065,1196.86
118.161,1222.35
118.260,1225.66
118.361,1242.78
118.462,1225.66
118.562,1225.66
118.662,1222.35
118.760,1222.35
118.863,1193.61
118.962,1193.61
119.062,1190.36
119.163,1181.87
119.263,1162.11
119.362,1162.11
119.463,1181.87
119.562,1272.31
119.662,1181.87
119.761,1193.61
119.863,1213.71
119.962,1083.12
120.061,1056.61
120.163,1048.76
120.262,909.27
120.362,1321.77
120.463,1064.49
120.562,1260.38
120.663,846.52
120.761,1110.07
120.861,1246.12
120.961,1217.00
121.061,944.77
121.161,1083.12
121.261,1056.61
121.361,1010.70
121.461,1132.37
121.561,1296.72
121.661,1330.58
121.760,1275.70
121.861,1239.44
121.960,1213.71
122.060,1137.47
122.161,1131.18
122.261,1061.48
122.361,918.10
122.459,1020.17
122.559,1219.37
122.660,1281.23
122.760,1064.49
122.860,1269.24
122.959,1101.97
123.057,1242.78
123.160,1208.38
123.259,821.50
123.359,1183.08
123.457,1237.37
123.559,1323.61
123.658,1242.78
123.759,1242.78
123.856,1270.20
123.956,1217.00
124.057,1314.82
124.157,1208.38
124.258,1349.00
124.356,1367.25
124.457,1220.30
124.558,1185.10
124.658,1210.43
124.759,1242.78
124.856,1275.70
124.956,1275.70
125.059,1284.64
125.157,1142.59
125.258,1316.99
125.356,1142.59
125.456,956.63
125.557,956.63
125.658,1231.04
125.757,1110.07
125.856,1217.00
125.956,1053.61
126.057,1088.07
126.157,1165.31
126.256,1349.00
126.357,1303.60
126.455,1132.37
126.557,1124.15
126.656,1190.36
126.756,1230.72
126.856,1242.78
126.956,1296.72
127.056,1389.26
127.156,1165.31
127.255,1162.11
127.357,1332.76
127.456,1330.58
127.555,1217.00
127.655,1275.70
127.755,1239.44
127.856,1222.35
127.956,1242.78
128.055,1217.00
128.156,1242.78
128.256,1275.70
128.355,1327.09
128.456,1309.21
128.556,1217.00
128.655,1059.61
128.755,1148.91
128.857,1094.20
128.955,1237.69
129.056,1320.46
129.155,927.76
129.256,1275.70
129.355,1275.70
129.455,1205.11
129.555,1156.94
129.654,1153.76
129.754,1239.44
129.855,1336.26
129.954,1336.26
130.055,1336.26
130.155,1225.66
130.255,1176.94
130.353,1251.56
130.454,1222.35
130.555,1165.31
130.655,1190.36
130.755,1162.11
130.854,1134.32
130.953,1131.18
131.052,1162.11
131.153,1193.61
131.254,1242.78
131.353,1246.12
131.453,1190.36
131.552,1162.11
131.652,1162.11
131.753,1162.11
131.855,1162.11
131.953,1193.61
132.052,1193.61
132.152,1190.36
132.252,1193.61
132.352,1210.43
132.452,1210.43
132.554,1210.43
132.654,1251.56
132.753,1050.62
132.853,1281.23
132.953,1053.61
133.051,1077.04
133.151,1077.04
133.251,973.98
133.351,1213.71
133.451,1188.34
133.551,1217.00
133.651,1208.38
133.750,1160.13
133.851,1137.47
133.951,1150.58
134.051,1165.31
134.151,1162.11
134.251,1190.36
134.351,1193.61
134.451,1086.17
134.551,1053.61
134.650,1284.64
134.750,1165.31
134.849,1272.31
134.951,1193.61
135.051,1190.36
135.150,1162.11
135.250,1190.36
135.350,1162.11
135.449,1106.98
135.550,1198.89
135.650,1131.18
135.745,1181.87
135.845,1222.35
135.945,1077.04
136.044,1281.23
136.145,1509.72
136.245,1222.35
136.347,1193.61
136.450,1210.43
136.549,1181.87
136.650,1134.32
136.744,1134.32
136.845,1165.31
136.950,1213.71
137.045,1242.78
137.150,1193.61
137.249,1137.47
137.349,1134.32
137.445,1103.89
137.550,1162.11
137.649,1165.31
137.744,1193.61
137.845,1242.78
137.945,1275.70
138.044,1279.11
138.144,1279.11
138.244,1246.12
138.344,1217.00
138.444,1185.10
138.542,1213.71
138.642,1213.71
138.742,1213.71
138.842,1188.34
138.942,1007.79
139.043,940.53
139.142,1083.12
139.244,1193.61
139.342,1193.61
139.441,1222.35
139.542,1239.44
139.642,1239.44
139.741,1239.44
139.842,1239.44
139.942,1219.05
140.042,1210.43
140.142,1190.36
140.242,1178.64
140.342,1181.87
140.442,1162.11
140.542,1162.11
140.642,1213.71
140.744,1213.71
140.849,1181.87
140.948,1134.32
141.049,1103.89
141.149,1103.89
141.249,1119.86
141.344,1150.58
141.444,1181.87
141.544,1213.71
141.649,1246.12
141.750,1263.43
141.849,1242.78
141.949,1190.36
142.049,1190.36
142.149,1193.61
142.249,1193.61
142.349,1210.43
142.449,1210.43
142.549,1210.43
142.644,1210.43
142.750,1242.78
142.850,1246.12
142.950,1272.31
143.049,1272.31
143.149,1242.78
143.249,1242.78
143.350,1242.78
143.450,1242.78
143.549,1230.72
143.649,1213.71
143.750,1210.43
143.851,1185.10
143.949,1210.43
144.049,1213.71
144.150,1242.78
144.249,1242.78
144.350,1242.78
144.450,1230.72
144.550,1242.78
144.648,1242.78
144.749,1185.10
144.849,1181.87
144.949,1181.87
145.050,1181.87
145.151,1213.71
145.250,1242.78
145.349,1242.78
145.450,1242.78
145.551,1272.31
145.650,1213.71
145.749,1305.75
145.851,1298.86
145.951,1126.10
146.051,1472.87
146.151,1045.78
146.249,1348.66
146.349,1527.00
146.451,1493.63
146.550,1424.71
146.650,1330.58
146.749,1266.81
146.852,1237.37
146.949,1234.04
147.050,1237.37
147.151,1237.37
147.252,1237.37
147.352,1234.04
147.450,1237.37
147.550,1275.70
147.651,1305.75
147.751,1309.21
147.851,1327.09
147.951,1309.21
148.051,1327.09
148.149,1246.12
148.250,1246.12
148.352,1242.78
148.450,1254.92
148.550,1240.70
148.651,1279.11
148.750,1309.21
148.850,1272.31
148.950,1217.00
149.051,1217.00
149.151,1185.10
149.250,1213.71
149.351,1217.00
149.450,1210.43
149.551,1165.31
149.651,1156.94
149.750,1126.10
149.850,1106.98
149.951,1126.10
150.050,1134.32
150.150,1153.76
150.252,1153.76
150.351,1153.76
150.452,1153.76
150.550,1156.94
150.651,1156.94
150.750,1185.10
150.850,1239.44
150.953,1222.35
151.051,1210.43
151.151,1222.35
151.251,1242.78
151.350,1242.78
151.452,1242.78
151.551,1242.78
151.652,1242.78
151.751,1242.78
151.851,1242.78
151.950,1213.71
152.052,1213.71
152.152,1230.72
152.250,1246.12
152.350,1263.43
152.452,1272.31
152.553,1260.06
152.650,1272.31
152.750,1275.70
152.852,1272.31
152.951,1272.31
153.051,1246.12
153.152,1242.78
153.253,1213.71
153.351,1185.10
153.453,1208.38
153.553,1389.26
153.653,1523.17
153.752,1395.10
153.848,1134.32
153.949,949.29
154.052,1098.89
154.150,1556.97
154.249,1567.17
154.352,1248.21
154.452,999.10
154.552,1019.89
154.650,1392.86
154.750,1533.22
154.852,1311.36
154.952,1024.65
155.052,949.29
155.152,1064.20
155.252,1156.94
155.353,1188.34
155.448,1217.00
155.552,1263.43
155.653,1275.70
155.750,1275.70
155.852,1275.70
155.953,1272.31
156.050,1263.43
156.152,1242.78
156.252,1246.12
156.352,1246.12
156.452,1249.47
156.553,1270.20
156.652,1279.11
156.752,1296.72
156.852,1305.75
156.952,1305.75
157.053,1284.64
157.152,1268.92
157.253,1268.92
157.353,1251.56
157.453,1272.31
157.553,1272.31
157.653,1272.31
157.753,1263.43
157.852,1242.78
157.953,1242.78
158.053,1242.78
158.153,1242.78
158.253,1242.78
158.353,1242.78
158.452,1242.78
158.554,1246.12
158.652,1272.31
158.752,1293.28
158.852,1296.72
158.953,1293.28
159.053,1275.70
159.152,1275.70
159.252,1293.28
159.353,1293.28
159.453,1293.28
159.552,1293.28
159.652,1293.28
159.753,1293.28
159.852,1293.28
159.953,1275.70
160.053,1272.31
160.152,1272.31
160.253,1275.70
160.352,1293.28
160.452,1293.28
160.553,1293.28
160.652,1293.28
160.752,1293.28
160.853,1275.70
160.952,1272.31
161.051,1272.31
161.152,1272.31
161.253,1242.78
161.352,1242.78
161.452,1268.92
161.553,1260.06
161.652,1260.06
161.751,1242.78
161.852,1242.78
161.952,1242.78
162.051,1242.78
162.152,1242.78
162.252,1242.78
